start train
10169.860236727918 10169.860236727918
10097.593950575789 10097.593950575789
10048.838787109198 10048.838787109198
10048.838787109198 10252.540763309828
9985.827667508243 9985.827667508243
9811.351320230764 9811.351320230764
9811.351320230764 9913.259320863197
9811.351320230764 10512.94319788687
9811.351320230764 10109.103274202133
9811.351320230764 10315.566287941263
9811.351320230764 10770.6262180187
9811.351320230764 10131.08116959942
