Lift Code,Average Waiting Time
DTZ-00001,91.39306072874493
DTZ-00002,76.04036006546646
DTZ-00003,69.03098126672613
DTZ-00004,75.76608612440191
DTZ-00005,108.06220596840258
DTZ-00006,83.97749374478732
